Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data 1,Which practices do you like (whithout especially being you favorite),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,What are your favorite practice?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,What practice do you want to avoid?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,What gender do you identify with,What is you sexual orientation
11966061826,391837755,09/07/2020 01:01:53 PM,09/07/2020 01:05:59 PM,107.77.200.49,,,,,Being blindfolded,,Being tied up,Tying someone,FFM threesome,MMF threesome,Threesome (non-gendered),Sex with a stranger,,Oral sex (received),,PIV,Being dominant in general,Being submissive in general,Outdoor sex,,Exhibitionism,,Cuckqueaning,Being spanked,Spanking,,Intimacy,Degradation,Dirty talking,,,,Teasing,Being teased,CNC,Anal (giving),Anal (receiving),,,Costume/lingerie,,Orgies,Discipline,Wrestling,Spanking,Being spanked,Primal play/hunting,Vibrator,Woken up by sexy things (with prior consent),On drugs (legally and with consent),Being blindfolded,,Being tied up,,,,,,,,,,,,,,,,,Being spanked,,,,,Dirty talking,,,,,,,,Anal (receiving),,,,,,,,,Being spanked,,Vibrator,,,,,,,,,,,,,,,,,,,,,,,,Roleplay,,,,,Being edged and denied orgasm,,,,,,,,,,,,,,,,,,,,Female,Bi/pan sexual
11965970264,391837755,09/07/2020 12:11:13 PM,09/07/2020 12:14:14 PM,91.123.210.23,,,,,Being blindfolded,Blindfolding someone,Being tied up,Tying someone,,,,,Mutual masturbation,Oral sex (received),Oral sex (given),PIV,Being dominant in general,Being submissive in general,Outdoor sex,,,,,Being spanked,Spanking,Roleplay,,,,,,,Teasing,Being teased,,Anal (giving),Anal (receiving),,,Costume/lingerie,,,,,,,,Vibrator,Woken up by sexy things (with prior consent),,,,,Tying someone,,,,,,Oral sex (received),,,,,,,,,,,,,,,,,,,,,,Anal (giving),,,,Costume/lingerie,,,,,Spanking,,,,,,,,,,,,,,,,,,,,,,,Cuckolding,Cuckqueaning,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Heterosexual (stricly)
11965602091,391837755,09/07/2020 08:41:34 AM,09/07/2020 08:44:44 AM,184.103.106.231,,,,,Being blindfolded,,Being tied up,Tying someone,FFM threesome,MMF threesome,Threesome (non-gendered),,Mutual masturbation,Oral sex (received),Oral sex (given),PIV,,,Outdoor sex,,,,Cuckqueaning,Being spanked,,Roleplay,Intimacy,Degradation,Dirty talking,,Being edged and denied orgasm,Edging and orgasm denial,Teasing,,CNC,Anal (giving),,Gender play,,Costume/lingerie,,,,Wrestling,Spanking,,,Vibrator,Woken up by sexy things (with prior consent),On drugs (legally and with consent),,,,,,,,,,,,,,Being submissive in general,,,,,,,,,,,,,,,,,,,Anal (receiving),,,,,,,,,Being spanked,,,,,,,,,,,,,,,,,,,,Voyeurism,,,,,,,,,,,,,,,,,,,Electric play/Fire play/Knife play,,Species play,,,,,,Primal play/hunting,,,,Female,Bi/pan sexual
11965424713,391837755,09/07/2020 06:12:14 AM,09/07/2020 06:14:40 AM,216.248.126.240,,,,,Being blindfolded,,Being tied up,,,,,,,Oral sex (received),Oral sex (given),PIV,,Being submissive in general,,,,,,Being spanked,,Roleplay,Intimacy,,,,Being edged and denied orgasm,,Teasing,Being teased,CNC,,,,,Costume/lingerie,,,,,,Being spanked,,,,,,,Being tied up,,,,,,,Oral sex (received),Oral sex (given),,,Being submissive in general,,,,,,,Spanking,Roleplay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cuckqueaning,,,,,,,Foot fetish,,,,,,Anal (giving),,Gender play,,,Species play,,,,,,,,,,Female,Heterosexual (stricly)
11965406594,391837755,09/07/2020 05:51:52 AM,09/07/2020 05:56:28 AM,184.55.151.199,,,,,,,,,,,,,,Oral sex (received),Oral sex (given),PIV,Being dominant in general,Being submissive in general,,,,,,,Spanking,,Intimacy,,,,,,Teasing,Being teased,,,,,,,,,,Wrestling,,,,,,,,,,,,,,,,,,PIV,,,,,,,,,,,,,,,,,Teasing,Being teased,,,,,,,,,,,,,,,,,,,Being tied up,,,,,,,,,,,,Outdoor sex,,,,,,,,,Degradation,,,,,,,,Anal (giving),,,,,,,,,,,,,,On drugs (legally and with consent),Male,Heterosexual (stricly)
11965287773,391837755,09/07/2020 03:56:24 AM,09/07/2020 03:57:19 AM,162.239.240.255,,,,,,,,,,MMF threesome,,Sex with a stranger,,Oral sex (received),,,Being dominant in general,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Being blindfolded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Homosexual (stricty)
11965182326,391837755,09/07/2020 02:25:12 AM,09/07/2020 02:27:22 AM,67.140.3.3,,,,,,Blindfolding someone,,Tying someone,FFM threesome,,,,,Oral sex (received),Oral sex (given),PIV,Being dominant in general,,Outdoor sex,,,,,,Spanking,,Intimacy,,,,,Edging and orgasm denial,Teasing,,,,,,,,,,,,,,,,Woken up by sexy things (with prior consent),,,,,,,,,,,,,PIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Electric play/Fire play/Knife play,,,,,,,,,,,,Male,Heterosexual (stricly)
11965009867,391837755,09/07/2020 12:12:32 AM,09/07/2020 12:13:36 AM,73.245.214.226,,,,,,,,,FFM threesome,MMF threesome,,,,,,PIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11964779334,391837755,09/06/2020 07:52:46 PM,09/06/2020 07:56:02 PM,73.96.156.176,,,,,,,,,FFM threesome,MMF threesome,Threesome (non-gendered),,Mutual masturbation,Oral sex (received),Oral sex (given),PIV,Being dominant in general,,Outdoor sex,Voyeurism,,Cuckolding,Cuckqueaning,,Spanking,,Intimacy,,Dirty talking,,,,,,,Anal (giving),Anal (receiving),,,Costume/lingerie,,,,Wrestling,Spanking,,,Vibrator,Woken up by sexy things (with prior consent),On drugs (legally and with consent),,,,,,,,,,Oral sex (received),,PIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vibrator,,On drugs (legally and with consent),,,,,,,,,,,,,,,,,,,,,,,,Degradation,,Foot fetish,,,,,,,,,Electric play/Fire play/Knife play,,,,Discipline,,,Being spanked,,,,,Male,Heterosexual (stricly)
11964772372,391837755,09/06/2020 07:45:20 PM,09/06/2020 07:48:53 PM,154.3.250.54,,,,,,,,,FFM threesome,,,,,,,,Being dominant in general,,Outdoor sex,,,,,,Spanking,Roleplay,Intimacy,,Dirty talking,,,Edging and orgasm denial,Teasing,,,,,,,,,,Discipline,,,,,,,,,,,,FFM threesome,,,,,,,,Being dominant in general,,,,,,,,,,,,Dirty talking,,,,,,,,,,,,,,Discipline,,,,,,Woken up by sexy things (with prior consent),,Being blindfolded,,Being tied up,,,MMF threesome,Threesome (non-gendered),Sex with a stranger,,,,,,Being submissive in general,,,,Cuckolding,,Being spanked,,,,,,,Being edged and denied orgasm,,,Being teased,,,Anal (receiving),,,,,Orgies,,,,Being spanked,,,,On drugs (legally and with consent),Male,Heterosexual (stricly)
11964727734,391837755,09/06/2020 07:02:19 PM,09/06/2020 07:04:09 PM,73.27.88.133,,,,,,,,,,,,,,Oral sex (received),Oral sex (given),PIV,Being dominant in general,Being submissive in general,,Voyeurism,Exhibitionism,,,Being spanked,,,Intimacy,Degradation,Dirty talking,,Being edged and denied orgasm,Edging and orgasm denial,Teasing,Being teased,,,,,,Costume/lingerie,,,,,Spanking,Being spanked,,Vibrator,Woken up by sexy things (with prior consent),,,,,,,,,,,Oral sex (received),Oral sex (given),PIV,Being dominant in general,Being submissive in general,,Voyeurism,Exhibitionism,,,Being spanked,Spanking,,Intimacy,Degradation,Dirty talking,,Being edged and denied orgasm,Edging and orgasm denial,Teasing,Being teased,,,,,,Costume/lingerie,,,,,Spanking,Being spanked,,Vibrator,Woken up by sexy things (with prior consent),,,,,,,,Threesome (non-gendered),Sex with a stranger,,,,,,,,,,Cuckolding,Cuckqueaning,,,,,,,Foot fetish,,,,,,,,,Electric play/Fire play/Knife play,,Species play,,Discipline,Wrestling,,,,,,On drugs (legally and with consent),Female,Bi/pan sexual
11964579334,391837755,09/06/2020 04:47:33 PM,09/06/2020 04:48:53 PM,24.246.77.183,,,,,Being blindfolded,,Being tied up,,FFM threesome,MMF threesome,Threesome (non-gendered),,Mutual masturbation,Oral sex (received),Oral sex (given),PIV,Being dominant in general,Being submissive in general,Outdoor sex,Voyeurism,Exhibitionism,,,Being spanked,,,Intimacy,Degradation,Dirty talking,,Being edged and denied orgasm,Edging and orgasm denial,Teasing,Being teased,CNC,,,,,Costume/lingerie,,,Discipline,Wrestling,Spanking,,Primal play/hunting,Vibrator,Woken up by sexy things (with prior consent),,,,,,,,,,,Oral sex (received),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Bi/pan sexual
11964543663,391837755,09/06/2020 04:12:51 PM,09/06/2020 04:15:38 PM,219.74.196.24,,,,,Being blindfolded,Blindfolding someone,,Tying someone,,,,,,Oral sex (received),Oral sex (given),,Being dominant in general,,,Voyeurism,,,,,,Roleplay,,,,,,Edging and orgasm denial,Teasing,Being teased,,,,,,,,,,,,,,,Woken up by sexy things (with prior consent),,,,,,,,,,,,,,,,,,,,,,,,,,,,,Edging and orgasm denial,,,,,,,,,,,,,,,,,,,,,Being tied up,,,,,Sex with a stranger,,,,,,,Outdoor sex,,Exhibitionism,Cuckolding,Cuckqueaning,,,,,Degradation,,,,,,,,,,,Electric play/Fire play/Knife play,,Species play,Orgies,,Wrestling,,,Primal play/hunting,,,On drugs (legally and with consent),Female,Does not want to answer
11964358939,391837755,09/06/2020 01:11:46 PM,09/06/2020 01:13:56 PM,64.92.56.113,,,,,,,,,,,,,,Oral sex (received),Oral sex (given),PIV,,,Outdoor sex,Voyeurism,,,,,,Roleplay,Intimacy,,,,,,Teasing,Being teased,,,,,,Costume/lingerie,,,,,,,,,,,,,,,,,,,,,,PIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MMF threesome,,,,,,,,,,,,Cuckolding,,,,,,Degradation,,,,,,,,,,,Electric play/Fire play/Knife play,,,,,,,,,,,,Male,Heterosexual (stricly)
11964281355,391837755,09/06/2020 11:47:41 AM,09/06/2020 11:49:20 AM,86.11.219.47,,,,,,Blindfolding someone,,,FFM threesome,,,,Mutual masturbation,Oral sex (received),Oral sex (given),,Being dominant in general,,,,,,,,Spanking,,,Degradation,Dirty talking,,,,Teasing,Being teased,CNC,,,,,Costume/lingerie,,,,,Spanking,,,,Woken up by sexy things (with prior consent),,,,,,,,,,,,,,,,,,,,,,,,,Degradation,Dirty talking,,,,,,CNC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outdoor sex,Voyeurism,Exhibitionism,Cuckolding,,,,,,,,,,,,,,,Anal (receiving),Gender play,Electric play/Fire play/Knife play,,Species play,,,,,,,,,,Male,Heterosexual (stricly)
11964159570,391837755,09/06/2020 09:35:25 AM,09/06/2020 09:37:30 AM,203.221.236.27,,,,,,,,,,,,,Mutual masturbation,Oral sex (received),Oral sex (given),PIV,Being dominant in general,Being submissive in general,Outdoor sex,Voyeurism,Exhibitionism,,,,Spanking,Roleplay,Intimacy,,Dirty talking,,Being edged and denied orgasm,Edging and orgasm denial,Teasing,Being teased,,,,,,Costume/lingerie,,,Discipline,,Spanking,,,Vibrator,Woken up by sexy things (with prior consent),,,,,,,,,,,,,,,,,,,,,,,,,,Dirty talking,,,,,,,,,,,,,,,,,,,,,,Being blindfolded,,Being tied up,,,MMF threesome,,Sex with a stranger,,,,,,,,,,Cuckolding,Cuckqueaning,Being spanked,,,,Degradation,,Foot fetish,,,,,CNC,Anal (giving),Anal (receiving),,Electric play/Fire play/Knife play,,Species play,Orgies,,Wrestling,,Being spanked,Primal play/hunting,,,On drugs (legally and with consent),Male,Heterosexual (stricly)
11964117965,391837755,09/06/2020 08:39:08 AM,09/06/2020 08:44:28 AM,73.153.225.3,,,,,Being blindfolded,Blindfolding someone,Being tied up,Tying someone,FFM threesome,,,,Mutual masturbation,Oral sex (received),Oral sex (given),PIV,Being dominant in general,Being submissive in general,,,,,,,,,Intimacy,,Dirty talking,,Being edged and denied orgasm,Edging and orgasm denial,Teasing,Being teased,,,,,,,,,,,,,,Vibrator,Woken up by sexy things (with prior consent),,,,,,,,,,,,,PIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cuckolding,Cuckqueaning,,,,,,,,,,,,,,,,Electric play/Fire play/Knife play,,,,,,,,,,,,Male,Heterosexual (stricly)
11964072445,391837755,09/06/2020 07:33:39 AM,09/06/2020 07:36:29 AM,86.121.233.83,,,,,,,,Tying someone,,,,,,Oral sex (received),Oral sex (given),PIV,Being dominant in general,,Outdoor sex,Voyeurism,,,,,Spanking,,Intimacy,,Dirty talking,Foot fetish,Being edged and denied orgasm,Edging and orgasm denial,Teasing,Being teased,,Anal (giving),,,,Costume/lingerie,,,Discipline,,Spanking,,,,Woken up by sexy things (with prior consent),,,,,,,,,,,,,PIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MMF threesome,Threesome (non-gendered),,,,,,,,,,,Cuckolding,Cuckqueaning,Being spanked,,,,,,,,,,,,,Anal (receiving),Gender play,,,,Orgies,,,,,,,,On drugs (legally and with consent),Male,Heterosexual (stricly)
11964060048,391837755,09/06/2020 07:14:11 AM,09/06/2020 07:16:52 AM,140.211.158.171,,,,,Being blindfolded,,Being tied up,Tying someone,FFM threesome,,,Sex with a stranger,Mutual masturbation,Oral sex (received),Oral sex (given),PIV,Being dominant in general,Being submissive in general,Outdoor sex,Voyeurism,Exhibitionism,,Cuckqueaning,,,,Intimacy,,Dirty talking,,Being edged and denied orgasm,,Teasing,Being teased,,,,,,Costume/lingerie,,Orgies,,Wrestling,,,,Vibrator,Woken up by sexy things (with prior consent),On drugs (legally and with consent),,,,,FFM threesome,,,Sex with a stranger,,Oral sex (received),Oral sex (given),PIV,,Being submissive in general,,,Exhibitionism,,,,,,Intimacy,,Dirty talking,,,,Teasing,Being teased,,,,,,,,,,,,,,,Woken up by sexy things (with prior consent),On drugs (legally and with consent),,,,,,,,,,,,,,,,,,Cuckolding,,,,,,,,Foot fetish,,,,,,Anal (giving),Anal (receiving),,Electric play/Fire play/Knife play,,Species play,,,,,,,,,,Male,Bi/pan sexual
11964015057,391837755,09/06/2020 06:04:23 AM,09/06/2020 06:06:10 AM,188.149.200.196,,,,,,,,Tying someone,,,,,Mutual masturbation,Oral sex (received),Oral sex (given),PIV,Being dominant in general,,,Voyeurism,Exhibitionism,,,,,,,,,Foot fetish,,Edging and orgasm denial,,,,Anal (giving),Anal (receiving),,,,,,,,,,,,Woken up by sexy things (with prior consent),,,,,,,,,,Mutual masturbation,,,,,,,Voyeurism,Exhibitionism,,,,,,,,,Foot fetish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cuckolding,,,,,,,,,,,,,,,,Gender play,Electric play/Fire play/Knife play,,Species play,,,,,,,,,On drugs (legally and with consent),Male,Heterosexual (stricly)
11963838330,391837755,09/06/2020 02:06:21 AM,09/06/2020 02:10:14 AM,68.12.26.16,,,,,Being blindfolded,Blindfolding someone,Being tied up,Tying someone,FFM threesome,,,,Mutual masturbation,Oral sex (received),Oral sex (given),PIV,,,Outdoor sex,Voyeurism,Exhibitionism,,,Being spanked,Spanking,,Intimacy,Degradation,Dirty talking,,Being edged and denied orgasm,Edging and orgasm denial,Teasing,Being teased,,Anal (giving),Anal (receiving),,,,,Orgies,,,Spanking,Being spanked,,,Woken up by sexy things (with prior consent),,,,,,,,,,Mutual masturbation,,,PIV,Being dominant in general,,,,,,,,,,Intimacy,,Dirty talking,,,Edging and orgasm denial,Teasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cuckolding,Cuckqueaning,,,,,,,Foot fetish,,,,,CNC,,,,Electric play/Fire play/Knife play,,,,,,,,,,,,Male,Heterosexual (stricly)
11963682982,391837755,09/05/2020 11:16:53 PM,09/05/2020 11:18:58 PM,90.199.206.168,,,,,,,,,,,,,Mutual masturbation,Oral sex (received),Oral sex (given),,,,,,,,,,,,,,,,,,,,,Anal (giving),Anal (receiving),,,,,,,,,,,,,,,,,,,,,,,Oral sex (received),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Being tied up,,,,,,,,,,,,,,,,,,,,,,,Foot fetish,,,,,,,,,Electric play/Fire play/Knife play,,,,,,,,,,,On drugs (legally and with consent),Male,Bi/pan sexual
11963609327,391837755,09/05/2020 10:00:34 PM,09/05/2020 10:03:01 PM,73.193.152.33,,,,,Being blindfolded,Blindfolding someone,Being tied up,Tying someone,FFM threesome,,,,,,Oral sex (given),,Being dominant in general,Being submissive in general,,,,,,Being spanked,Spanking,,,,,,,,Teasing,,,,,,,Costume/lingerie,,,,,,,,,,,,,,,,,,,,,,PIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cuckolding,Cuckqueaning,,,,,,,,,,,,,,,,Electric play/Fire play/Knife play,,Species play,,,,,,Primal play/hunting,,,,Female,Heterosexual (stricly)
